RANK,SURNAME,Count,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6
1921,DARBY,"18,757",62.17%,32.55%,0.41%,0.51%,2.23%,2.13%
1922,THORNE,"18,738",75.50%,17.47%,0.73%,0.91%,2.17%,3.22%
1923,MANSFIELD,"18,725",86.84%,7.12%,0.61%,0.68%,1.91%,2.85%
1924,KYLE,"18,721",79.99%,14.11%,0.74%,0.45%,2.32%,2.40%
1925,DIETZ,"18,720",94.74%,0.41%,0.67%,0.38%,1.29%,2.51%
1926,SMALLWOOD,"18,717",68.67%,25.11%,0.43%,1.07%,2.54%,2.17%
1927,ADAIR,"18,708",82.69%,9.35%,0.53%,2.15%,2.82%,2.46%
1928,GOLD,"18,698",90.18%,3.83%,1.16%,0.34%,1.48%,3.03%
1929,LAIRD,"18,696",89.47%,5.49%,0.66%,0.48%,1.36%,2.55%
1930,LACEY,"18,691",71.65%,22.53%,0.54%,0.55%,2.19%,2.54%
1931,CHRISTIE,"18,681",78.40%,13.20%,1.51%,2.20%,1.83%,2.86%
1932,PACK,"18,678",83.14%,10.27%,1.55%,0.92%,1.70%,2.41%
1933,VIDAL,"18,677",13.40%,2.84%,4.20%,0.14%,0.76%,78.65%
1934,KISER,"18,674",91.11%,4.40%,0.45%,0.52%,1.61%,1.91%
1935,PEOPLES,"18,672",38.13%,55.86%,0.28%,0.45%,3.11%,2.16%
1936,WAITE,"18,664",86.17%,8.43%,0.72%,0.55%,1.75%,2.38%
1937,BEYER,"18,641",95.40%,0.27%,0.78%,0.16%,1.46%,1.93%
1938,DESAI,"18,638",2.95%,0.32%,93.75%,0.33%,2.04%,0.62%
1939,BANUELOS,"18,636",3.20%,0.17%,0.19%,0.22%,0.09%,96.13%
1940,SPANGLER,"18,622",95.05%,0.74%,0.56%,0.31%,1.57%,1.76%
1941,MONDRAGON,"18,620",4.90%,0.16%,0.45%,0.45%,0.28%,93.76%
1942,FAIR,"18,609",64.99%,29.24%,0.58%,0.42%,2.56%,2.21%
1943,RIZZO,"18,605",92.12%,0.37%,0.51%,0.21%,0.89%,5.91%
1944,SANDS,"18,584",80.05%,13.01%,0.65%,1.29%,1.87%,3.13%
1945,QUEEN,"18,557",75.42%,18.63%,0.54%,0.84%,2.39%,2.18%
1946,LEDFORD,"18,532",92.70%,2.44%,0.38%,1.26%,1.65%,1.56%
1947,ALLRED,"18,526",93.48%,1.77%,0.44%,0.55%,1.57%,2.20%
1948,BLEDSOE,"18,510",74.91%,19.89%,0.53%,0.52%,2.22%,1.92%
1949,RHOADES,"18,508",91.82%,2.34%,0.68%,0.87%,1.85%,2.44%
1950,RICKS,"18,506",46.55%,48.17%,0.37%,0.42%,2.51%,1.99%
1951,SPICER,"18,501",82.21%,12.69%,0.41%,0.61%,1.97%,2.12%
1952,ORDONEZ,"18,498",4.10%,0.42%,4.68%,0.08%,0.50%,90.23%
1953,CHAVARRIA,"18,492",4.81%,0.46%,0.28%,0.59%,0.26%,93.59%
1954,BRYSON,"18,486",77.05%,17.19%,0.49%,0.55%,2.18%,2.54%
1955,HUTTON,"18,479",84.23%,10.55%,0.65%,0.42%,2.06%,2.11%
1956,DOBBS,"18,476",81.99%,12.24%,0.54%,0.94%,2.04%,2.26%
1957,LAY,"18,468",70.98%,7.57%,14.41%,1.01%,2.23%,3.80%
1958,ABEL,"18,464",88.24%,4.92%,0.92%,0.87%,1.74%,3.30%
1959,KEEN,"18,459",89.64%,4.70%,1.20%,0.63%,1.66%,2.17%
1960,WOODY,"18,434",74.03%,16.44%,0.41%,5.07%,2.07%,1.98%
1961,LUKE,"18,425",72.59%,15.19%,4.98%,1.14%,3.10%,3.01%
1962,MCHUGH,"18,422",95.29%,0.74%,0.64%,0.16%,1.17%,1.99%
1963,NEGRON,"18,413",7.05%,1.19%,0.26%,0.10%,0.34%,91.06%
1964,COPE,"18,410",90.50%,4.17%,0.55%,0.85%,1.83%,2.10%
1965,TRIPLETT,"18,408",65.43%,29.29%,0.51%,0.59%,2.33%,1.86%
1966,HATHAWAY,"18,401",90.30%,4.76%,0.60%,0.46%,1.67%,2.22%
1967,SALCEDO,"18,387",4.60%,0.21%,5.11%,0.27%,0.45%,89.37%
1968,PRESLEY,"18,384",75.28%,19.26%,0.49%,0.95%,2.18%,1.84%
1969,ERNST,"18,361",94.97%,0.58%,0.69%,0.29%,1.35%,2.12%
1970,HAYWOOD,"18,360",44.50%,49.08%,0.38%,0.45%,3.03%,2.55%
1971,PUTNAM,"18,340",93.78%,1.59%,0.68%,0.46%,1.46%,2.03%
1971,NAJERA,"18,340",3.66%,0.27%,0.61%,0.28%,0.24%,94.95%
1973,STAPLETON,"18,332",84.93%,9.56%,0.40%,0.56%,1.88%,2.67%
1974,BATISTA,"18,323",17.40%,1.93%,0.73%,0.13%,0.31%,79.50%
1975,WILKES,"18,314",69.32%,25.46%,0.36%,0.58%,2.04%,2.23%
1976,LOPES,"18,310",55.63%,13.60%,2.95%,0.58%,4.21%,23.02%
1977,RICHEY,"18,296",86.70%,7.89%,0.43%,0.63%,1.90%,2.45%
1978,OH,"18,285",1.99%,0.19%,95.48%,0.05%,1.78%,0.51%
1979,KEYES,"18,252",60.50%,22.06%,0.90%,0.78%,2.21%,13.54%
1980,DILL,"18,215",87.66%,6.62%,0.70%,1.00%,1.81%,2.21%
1981,HUMPHRIES,"18,201",79.89%,15.12%,0.43%,0.43%,1.90%,2.24%
1982,YOUNGBLOOD,"18,197",69.80%,23.10%,0.34%,1.69%,2.99%,2.08%
1983,CAPPS,"18,194",93.83%,1.22%,0.45%,0.89%,1.62%,2.00%
1984,CATES,"18,190",86.89%,6.94%,0.64%,1.00%,1.84%,2.70%
1985,COVARRUBIAS,"18,189",3.30%,0.07%,0.58%,0.16%,0.13%,95.77%
1986,ADDISON,"18,169",50.75%,42.95%,0.50%,1.14%,2.36%,2.30%
1987,HA,"18,156",3.67%,0.69%,92.93%,0.04%,2.03%,0.63%
1987,MCRAE,"18,156",52.70%,41.41%,0.41%,0.44%,2.46%,2.58%
1989,CAO,"18,138",1.38%,(S),95.22%,(S),1.05%,2.12%
1990,DICKENS,"18,123",63.46%,31.12%,0.39%,0.86%,1.93%,2.23%
1991,JUDD,"18,110",88.56%,5.51%,1.02%,0.64%,1.86%,2.42%
1992,BARBOSA,"18,106",25.77%,7.06%,2.09%,0.20%,0.99%,63.88%
1993,HAWLEY,"18,100",89.27%,4.38%,0.71%,1.47%,1.77%,2.40%
1994,RAHMAN,"18,097",8.56%,6.21%,79.43%,0.44%,3.95%,1.41%
1995,CRENSHAW,"18,096",52.05%,42.13%,0.37%,0.46%,2.51%,2.47%
1996,LACKEY,"18,082",84.07%,10.37%,0.49%,0.97%,1.94%,2.16%
1997,VARNER,"18,081",81.12%,14.20%,0.57%,0.64%,1.80%,1.67%
1998,STALEY,"18,080",82.57%,12.55%,0.62%,0.71%,1.66%,1.89%
1999,KOWALSKI,"18,077",96.05%,0.28%,0.45%,0.22%,1.15%,1.85%
2000,KINCAID,"18,075",86.07%,8.68%,0.66%,0.46%,1.86%,2.27%
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
